統計年度,按照別,區域別,生母年齡,出生身分,嬰兒出生數
112,按發生日期分,新竹縣橫山鄉,未滿15歲,非婚生已認領,0
112,按發生日期分,新竹縣橫山鄉,未滿15歲,非婚生未認領,0
112,按發生日期分,新竹縣橫山鄉,未滿15歲,無依兒童,0
112,按發生日期分,新竹縣橫山鄉,15～19歲,婚生,2
112,按發生日期分,新竹縣橫山鄉,15～19歲,遺腹子,0
112,按發生日期分,新竹縣橫山鄉,15～19歲,非婚生已認領,0
112,按發生日期分,新竹縣橫山鄉,15～19歲,非婚生未認領,0
112,按發生日期分,新竹縣橫山鄉,15～19歲,無依兒童,0
112,按發生日期分,新竹縣橫山鄉,20～24歲,婚生,14
112,按發生日期分,新竹縣橫山鄉,20～24歲,遺腹子,0
112,按發生日期分,新竹縣橫山鄉,20～24歲,非婚生已認領,0
112,按發生日期分,新竹縣橫山鄉,20～24歲,非婚生未認領,0
112,按發生日期分,新竹縣橫山鄉,20～24歲,無依兒童,0
112,按發生日期分,新竹縣橫山鄉,25～29歲,婚生,29
112,按發生日期分,新竹縣橫山鄉,25～29歲,遺腹子,0
112,按發生日期分,新竹縣橫山鄉,25～29歲,非婚生已認領,0
112,按發生日期分,新竹縣橫山鄉,25～29歲,非婚生未認領,0
112,按發生日期分,新竹縣橫山鄉,25～29歲,無依兒童,0
112,按發生日期分,新竹縣橫山鄉,30～34歲,婚生,24
112,按發生日期分,新竹縣橫山鄉,30～34歲,遺腹子,0
112,按發生日期分,新竹縣橫山鄉,30～34歲,非婚生已認領,1
112,按發生日期分,新竹縣橫山鄉,30～34歲,非婚生未認領,0
112,按發生日期分,新竹縣橫山鄉,30～34歲,無依兒童,0
112,按發生日期分,新竹縣橫山鄉,35～39歲,婚生,8
112,按發生日期分,新竹縣橫山鄉,35～39歲,遺腹子,0
112,按發生日期分,新竹縣橫山鄉,35～39歲,非婚生已認領,1
112,按發生日期分,新竹縣橫山鄉,35～39歲,非婚生未認領,1
112,按發生日期分,新竹縣橫山鄉,35～39歲,無依兒童,0
112,按發生日期分,新竹縣橫山鄉,40～44歲,婚生,3
112,按發生日期分,新竹縣橫山鄉,40～44歲,遺腹子,0
112,按發生日期分,新竹縣橫山鄉,40～44歲,非婚生已認領,0
112,按發生日期分,新竹縣橫山鄉,40～44歲,非婚生未認領,0
112,按發生日期分,新竹縣橫山鄉,40～44歲,無依兒童,0
112,按發生日期分,新竹縣橫山鄉,45～49歲,婚生,0
112,按發生日期分,新竹縣橫山鄉,45～49歲,遺腹子,0
112,按發生日期分,新竹縣橫山鄉,45～49歲,非婚生已認領,0
112,按發生日期分,新竹縣橫山鄉,45～49歲,非婚生未認領,0
112,按發生日期分,新竹縣橫山鄉,45～49歲,無依兒童,0
112,按發生日期分,新竹縣橫山鄉,50歲以上,婚生,0
112,按發生日期分,新竹縣橫山鄉,50歲以上,遺腹子,0
112,按發生日期分,新竹縣橫山鄉,50歲以上,非婚生已認領,0
112,按發生日期分,新竹縣橫山鄉,50歲以上,非婚生未認領,0
112,按發生日期分,新竹縣橫山鄉,50歲以上,無依兒童,0
112,按發生日期分,新竹縣新豐鄉,未滿15歲,婚生,0
112,按發生日期分,新竹縣新豐鄉,未滿15歲,遺腹子,0
112,按發生日期分,新竹縣新豐鄉,未滿15歲,非婚生已認領,0
112,按發生日期分,新竹縣新豐鄉,未滿15歲,非婚生未認領,0
112,按發生日期分,新竹縣新豐鄉,未滿15歲,無依兒童,0
112,按發生日期分,新竹縣新豐鄉,15～19歲,婚生,0
112,按發生日期分,新竹縣新豐鄉,15～19歲,遺腹子,0
112,按發生日期分,新竹縣新豐鄉,15～19歲,非婚生已認領,0
112,按發生日期分,新竹縣新豐鄉,15～19歲,非婚生未認領,0
112,按發生日期分,新竹縣新豐鄉,15～19歲,無依兒童,0
112,按發生日期分,新竹縣新豐鄉,20～24歲,婚生,23
112,按發生日期分,新竹縣新豐鄉,20～24歲,遺腹子,0
112,按發生日期分,新竹縣新豐鄉,20～24歲,非婚生已認領,1
112,按發生日期分,新竹縣新豐鄉,20～24歲,非婚生未認領,1
112,按發生日期分,新竹縣新豐鄉,20～24歲,無依兒童,0
112,按發生日期分,新竹縣新豐鄉,25～29歲,婚生,64
112,按發生日期分,新竹縣新豐鄉,25～29歲,遺腹子,0
112,按發生日期分,新竹縣新豐鄉,25～29歲,非婚生已認領,0
112,按發生日期分,新竹縣新豐鄉,25～29歲,非婚生未認領,1
112,按發生日期分,新竹縣新豐鄉,25～29歲,無依兒童,0
112,按發生日期分,新竹縣新豐鄉,30～34歲,婚生,89
112,按發生日期分,新竹縣新豐鄉,30～34歲,遺腹子,0
112,按發生日期分,新竹縣新豐鄉,30～34歲,非婚生已認領,0
112,按發生日期分,新竹縣新豐鄉,30～34歲,非婚生未認領,1
112,按發生日期分,新竹縣新豐鄉,30～34歲,無依兒童,0
112,按發生日期分,新竹縣新豐鄉,35～39歲,婚生,50
112,按發生日期分,新竹縣新豐鄉,35～39歲,遺腹子,0
112,按發生日期分,新竹縣新豐鄉,35～39歲,非婚生已認領,1
112,按發生日期分,新竹縣新豐鄉,35～39歲,非婚生未認領,2
112,按發生日期分,新竹縣新豐鄉,35～39歲,無依兒童,0
112,按發生日期分,新竹縣新豐鄉,40～44歲,婚生,19
112,按發生日期分,新竹縣新豐鄉,40～44歲,遺腹子,0
112,按發生日期分,新竹縣新豐鄉,40～44歲,非婚生已認領,0
112,按發生日期分,新竹縣新豐鄉,40～44歲,非婚生未認領,1
112,按發生日期分,新竹縣新豐鄉,40～44歲,無依兒童,0
112,按發生日期分,新竹縣新豐鄉,45～49歲,婚生,2
112,按發生日期分,新竹縣新豐鄉,45～49歲,遺腹子,0
112,按發生日期分,新竹縣新豐鄉,45～49歲,非婚生已認領,0
112,按發生日期分,新竹縣新豐鄉,45～49歲,非婚生未認領,0
112,按發生日期分,新竹縣新豐鄉,45～49歲,無依兒童,0
112,按發生日期分,新竹縣新豐鄉,50歲以上,婚生,0
112,按發生日期分,新竹縣新豐鄉,50歲以上,遺腹子,0
112,按發生日期分,新竹縣新豐鄉,50歲以上,非婚生已認領,0
112,按發生日期分,新竹縣新豐鄉,50歲以上,非婚生未認領,0
112,按發生日期分,新竹縣新豐鄉,50歲以上,無依兒童,0
112,按發生日期分,新竹縣芎林鄉,未滿15歲,婚生,0
112,按發生日期分,新竹縣芎林鄉,未滿15歲,遺腹子,0
112,按發生日期分,新竹縣芎林鄉,未滿15歲,非婚生已認領,0
112,按發生日期分,新竹縣芎林鄉,未滿15歲,非婚生未認領,0
112,按發生日期分,新竹縣芎林鄉,未滿15歲,無依兒童,0
112,按發生日期分,新竹縣芎林鄉,15～19歲,婚生,1
112,按發生日期分,新竹縣芎林鄉,15～19歲,遺腹子,0
112,按發生日期分,新竹縣芎林鄉,15～19歲,非婚生已認領,0
112,按發生日期分,新竹縣芎林鄉,15～19歲,非婚生未認領,0
112,按發生日期分,新竹縣芎林鄉,15～19歲,無依兒童,0
112,按發生日期分,新竹縣芎林鄉,20～24歲,婚生,11
112,按發生日期分,新竹縣芎林鄉,20～24歲,遺腹子,0
112,按發生日期分,新竹縣芎林鄉,20～24歲,非婚生已認領,0
112,按發生日期分,新竹縣芎林鄉,20～24歲,非婚生未認領,0
112,按發生日期分,新竹縣芎林鄉,20～24歲,無依兒童,0
112,按發生日期分,新竹縣芎林鄉,25～29歲,婚生,40
112,按發生日期分,新竹縣芎林鄉,25～29歲,遺腹子,0
112,按發生日期分,新竹縣芎林鄉,25～29歲,非婚生已認領,0
112,按發生日期分,新竹縣芎林鄉,25～29歲,非婚生未認領,0
112,按發生日期分,新竹縣芎林鄉,25～29歲,無依兒童,0
112,按發生日期分,新竹縣芎林鄉,30～34歲,婚生,33
112,按發生日期分,新竹縣芎林鄉,30～34歲,遺腹子,0
112,按發生日期分,新竹縣芎林鄉,30～34歲,非婚生已認領,0
112,按發生日期分,新竹縣芎林鄉,30～34歲,非婚生未認領,0
112,按發生日期分,新竹縣芎林鄉,30～34歲,無依兒童,0
112,按發生日期分,新竹縣芎林鄉,35～39歲,婚生,28
112,按發生日期分,新竹縣芎林鄉,35～39歲,遺腹子,0
112,按發生日期分,新竹縣芎林鄉,35～39歲,非婚生已認領,1
112,按發生日期分,新竹縣芎林鄉,35～39歲,非婚生未認領,1
112,按發生日期分,新竹縣芎林鄉,35～39歲,無依兒童,0
112,按發生日期分,新竹縣芎林鄉,40～44歲,婚生,6
112,按發生日期分,新竹縣芎林鄉,40～44歲,遺腹子,0
112,按發生日期分,新竹縣芎林鄉,40～44歲,非婚生已認領,0
112,按發生日期分,新竹縣芎林鄉,40～44歲,非婚生未認領,0
112,按發生日期分,新竹縣芎林鄉,40～44歲,無依兒童,0
112,按發生日期分,新竹縣芎林鄉,45～49歲,婚生,0
112,按發生日期分,新竹縣芎林鄉,45～49歲,遺腹子,0
112,按發生日期分,新竹縣芎林鄉,45～49歲,非婚生已認領,0
112,按發生日期分,新竹縣芎林鄉,45～49歲,非婚生未認領,0
112,按發生日期分,新竹縣芎林鄉,45～49歲,無依兒童,0
112,按發生日期分,新竹縣芎林鄉,50歲以上,婚生,0
112,按發生日期分,新竹縣芎林鄉,50歲以上,遺腹子,0
112,按發生日期分,新竹縣芎林鄉,50歲以上,非婚生已認領,0
112,按發生日期分,新竹縣芎林鄉,50歲以上,非婚生未認領,0
112,按發生日期分,新竹縣芎林鄉,50歲以上,無依兒童,0
112,按發生日期分,新竹縣寶山鄉,未滿15歲,婚生,0
112,按發生日期分,新竹縣寶山鄉,未滿15歲,遺腹子,0
112,按發生日期分,新竹縣寶山鄉,未滿15歲,非婚生已認領,0
112,按發生日期分,新竹縣寶山鄉,未滿15歲,非婚生未認領,0
112,按發生日期分,新竹縣寶山鄉,未滿15歲,無依兒童,0
112,按發生日期分,新竹縣寶山鄉,15～19歲,婚生,1
112,按發生日期分,新竹縣寶山鄉,15～19歲,遺腹子,0
112,按發生日期分,新竹縣寶山鄉,15～19歲,非婚生已認領,0
112,按發生日期分,新竹縣寶山鄉,15～19歲,非婚生未認領,0
112,按發生日期分,新竹縣寶山鄉,15～19歲,無依兒童,0
112,按發生日期分,新竹縣寶山鄉,20～24歲,婚生,9
112,按發生日期分,新竹縣寶山鄉,20～24歲,遺腹子,0
112,按發生日期分,新竹縣寶山鄉,20～24歲,非婚生已認領,0
112,按發生日期分,新竹縣寶山鄉,20～24歲,非婚生未認領,1
112,按發生日期分,新竹縣寶山鄉,20～24歲,無依兒童,0
112,按發生日期分,新竹縣寶山鄉,25～29歲,婚生,26
112,按發生日期分,新竹縣寶山鄉,25～29歲,遺腹子,0
112,按發生日期分,新竹縣寶山鄉,25～29歲,非婚生已認領,0
112,按發生日期分,新竹縣寶山鄉,25～29歲,非婚生未認領,0
112,按發生日期分,新竹縣寶山鄉,25～29歲,無依兒童,0
112,按發生日期分,新竹縣寶山鄉,30～34歲,婚生,28
112,按發生日期分,新竹縣寶山鄉,30～34歲,遺腹子,0
112,按發生日期分,新竹縣寶山鄉,30～34歲,非婚生已認領,0
112,按發生日期分,新竹縣寶山鄉,30～34歲,非婚生未認領,1
112,按發生日期分,新竹縣寶山鄉,30～34歲,無依兒童,0
112,按發生日期分,新竹縣寶山鄉,35～39歲,婚生,21
112,按發生日期分,新竹縣寶山鄉,35～39歲,遺腹子,0
112,按發生日期分,新竹縣寶山鄉,35～39歲,非婚生已認領,0
112,按發生日期分,新竹縣寶山鄉,35～39歲,非婚生未認領,0
112,按發生日期分,新竹縣寶山鄉,35～39歲,無依兒童,0
112,按發生日期分,新竹縣寶山鄉,40～44歲,婚生,4
112,按發生日期分,新竹縣寶山鄉,40～44歲,遺腹子,0
112,按發生日期分,新竹縣寶山鄉,40～44歲,非婚生已認領,0
112,按發生日期分,新竹縣寶山鄉,40～44歲,非婚生未認領,0
112,按發生日期分,新竹縣寶山鄉,40～44歲,無依兒童,0
112,按發生日期分,新竹縣寶山鄉,45～49歲,婚生,1
112,按發生日期分,新竹縣寶山鄉,45～49歲,遺腹子,0
112,按發生日期分,新竹縣寶山鄉,45～49歲,非婚生已認領,0
112,按發生日期分,新竹縣寶山鄉,45～49歲,非婚生未認領,0
112,按發生日期分,新竹縣寶山鄉,45～49歲,無依兒童,0
112,按發生日期分,新竹縣寶山鄉,50歲以上,婚生,0
112,按發生日期分,新竹縣寶山鄉,50歲以上,遺腹子,0
112,按發生日期分,新竹縣寶山鄉,50歲以上,非婚生已認領,0
112,按發生日期分,新竹縣寶山鄉,50歲以上,非婚生未認領,0
112,按發生日期分,新竹縣寶山鄉,50歲以上,無依兒童,0
112,按發生日期分,新竹縣北埔鄉,未滿15歲,婚生,0
112,按發生日期分,新竹縣北埔鄉,未滿15歲,遺腹子,0
112,按發生日期分,新竹縣北埔鄉,未滿15歲,非婚生已認領,0
112,按發生日期分,新竹縣北埔鄉,未滿15歲,非婚生未認領,0
112,按發生日期分,新竹縣北埔鄉,未滿15歲,無依兒童,0
112,按發生日期分,新竹縣北埔鄉,15～19歲,婚生,0
112,按發生日期分,新竹縣北埔鄉,15～19歲,遺腹子,0
112,按發生日期分,新竹縣北埔鄉,15～19歲,非婚生已認領,0
112,按發生日期分,新竹縣北埔鄉,15～19歲,非婚生未認領,0
112,按發生日期分,新竹縣北埔鄉,15～19歲,無依兒童,0
112,按發生日期分,新竹縣北埔鄉,20～24歲,婚生,2
112,按發生日期分,新竹縣北埔鄉,20～24歲,遺腹子,0
112,按發生日期分,新竹縣北埔鄉,20～24歲,非婚生已認領,0
112,按發生日期分,新竹縣北埔鄉,20～24歲,非婚生未認領,1
112,按發生日期分,新竹縣北埔鄉,20～24歲,無依兒童,0
112,按發生日期分,新竹縣北埔鄉,25～29歲,婚生,6
112,按發生日期分,新竹縣北埔鄉,25～29歲,遺腹子,0
112,按發生日期分,新竹縣北埔鄉,25～29歲,非婚生已認領,0
112,按發生日期分,新竹縣北埔鄉,25～29歲,非婚生未認領,0
112,按發生日期分,新竹縣北埔鄉,25～29歲,無依兒童,0
112,按發生日期分,新竹縣北埔鄉,30～34歲,婚生,11
112,按發生日期分,新竹縣北埔鄉,30～34歲,遺腹子,0
112,按發生日期分,新竹縣北埔鄉,30～34歲,非婚生已認領,0
112,按發生日期分,新竹縣北埔鄉,30～34歲,非婚生未認領,0
112,按發生日期分,新竹縣北埔鄉,30～34歲,無依兒童,0
112,按發生日期分,新竹縣北埔鄉,35～39歲,婚生,4
112,按發生日期分,新竹縣北埔鄉,35～39歲,遺腹子,0
112,按發生日期分,新竹縣北埔鄉,35～39歲,非婚生已認領,0
112,按發生日期分,新竹縣北埔鄉,35～39歲,非婚生未認領,0
112,按發生日期分,新竹縣北埔鄉,35～39歲,無依兒童,0
112,按發生日期分,新竹縣北埔鄉,40～44歲,婚生,3
112,按發生日期分,新竹縣北埔鄉,40～44歲,遺腹子,0
112,按發生日期分,新竹縣北埔鄉,40～44歲,非婚生已認領,0
112,按發生日期分,新竹縣北埔鄉,40～44歲,非婚生未認領,0
112,按發生日期分,新竹縣北埔鄉,40～44歲,無依兒童,0
112,按發生日期分,新竹縣北埔鄉,45～49歲,婚生,0
112,按發生日期分,新竹縣北埔鄉,45～49歲,遺腹子,0
112,按發生日期分,新竹縣北埔鄉,45～49歲,非婚生已認領,0
112,按發生日期分,新竹縣北埔鄉,45～49歲,非婚生未認領,0
112,按發生日期分,新竹縣北埔鄉,45～49歲,無依兒童,0
112,按發生日期分,新竹縣北埔鄉,50歲以上,婚生,0
112,按發生日期分,新竹縣北埔鄉,50歲以上,遺腹子,0
112,按發生日期分,新竹縣北埔鄉,50歲以上,非婚生已認領,0
112,按發生日期分,新竹縣北埔鄉,50歲以上,非婚生未認領,0
112,按發生日期分,新竹縣北埔鄉,50歲以上,無依兒童,0
112,按發生日期分,新竹縣峨眉鄉,未滿15歲,婚生,0
112,按發生日期分,新竹縣峨眉鄉,未滿15歲,遺腹子,0
112,按發生日期分,新竹縣峨眉鄉,未滿15歲,非婚生已認領,0
112,按發生日期分,新竹縣峨眉鄉,未滿15歲,非婚生未認領,0
112,按發生日期分,新竹縣峨眉鄉,未滿15歲,無依兒童,0
112,按發生日期分,新竹縣峨眉鄉,15～19歲,婚生,0
112,按發生日期分,新竹縣峨眉鄉,15～19歲,遺腹子,0
112,按發生日期分,新竹縣峨眉鄉,15～19歲,非婚生已認領,1
112,按發生日期分,新竹縣峨眉鄉,15～19歲,非婚生未認領,0
112,按發生日期分,新竹縣峨眉鄉,15～19歲,無依兒童,0
112,按發生日期分,新竹縣峨眉鄉,20～24歲,婚生,3
112,按發生日期分,新竹縣峨眉鄉,20～24歲,遺腹子,0
112,按發生日期分,新竹縣峨眉鄉,20～24歲,非婚生已認領,0
112,按發生日期分,新竹縣峨眉鄉,20～24歲,非婚生未認領,0
112,按發生日期分,新竹縣峨眉鄉,20～24歲,無依兒童,0
112,按發生日期分,新竹縣峨眉鄉,25～29歲,婚生,9
112,按發生日期分,新竹縣峨眉鄉,25～29歲,遺腹子,0
112,按發生日期分,新竹縣峨眉鄉,25～29歲,非婚生已認領,0
112,按發生日期分,新竹縣峨眉鄉,25～29歲,非婚生未認領,0
112,按發生日期分,新竹縣峨眉鄉,25～29歲,無依兒童,0
112,按發生日期分,新竹縣峨眉鄉,30～34歲,婚生,7
112,按發生日期分,新竹縣峨眉鄉,30～34歲,遺腹子,0
112,按發生日期分,新竹縣峨眉鄉,30～34歲,非婚生已認領,0
112,按發生日期分,新竹縣峨眉鄉,30～34歲,非婚生未認領,0
112,按發生日期分,新竹縣峨眉鄉,30～34歲,無依兒童,0
112,按發生日期分,新竹縣峨眉鄉,35～39歲,婚生,6
112,按發生日期分,新竹縣峨眉鄉,35～39歲,遺腹子,0
112,按發生日期分,新竹縣峨眉鄉,35～39歲,非婚生已認領,0
112,按發生日期分,新竹縣峨眉鄉,35～39歲,非婚生未認領,0
112,按發生日期分,新竹縣峨眉鄉,35～39歲,無依兒童,0
112,按發生日期分,新竹縣峨眉鄉,40～44歲,婚生,2
112,按發生日期分,新竹縣峨眉鄉,40～44歲,遺腹子,0
112,按發生日期分,新竹縣峨眉鄉,40～44歲,非婚生已認領,0
112,按發生日期分,新竹縣峨眉鄉,40～44歲,非婚生未認領,0
112,按發生日期分,新竹縣峨眉鄉,40～44歲,無依兒童,0
112,按發生日期分,新竹縣峨眉鄉,45～49歲,婚生,0
112,按發生日期分,新竹縣峨眉鄉,45～49歲,遺腹子,0
112,按發生日期分,新竹縣峨眉鄉,45～49歲,非婚生已認領,0
112,按發生日期分,新竹縣峨眉鄉,45～49歲,非婚生未認領,0
112,按發生日期分,新竹縣峨眉鄉,45～49歲,無依兒童,0
112,按發生日期分,新竹縣峨眉鄉,50歲以上,婚生,0
112,按發生日期分,新竹縣峨眉鄉,50歲以上,遺腹子,0
112,按發生日期分,新竹縣峨眉鄉,50歲以上,非婚生已認領,0
112,按發生日期分,新竹縣峨眉鄉,50歲以上,非婚生未認領,0
112,按發生日期分,新竹縣峨眉鄉,50歲以上,無依兒童,0
112,按發生日期分,新竹縣尖石鄉,未滿15歲,婚生,0
112,按發生日期分,新竹縣尖石鄉,未滿15歲,遺腹子,0
112,按發生日期分,新竹縣尖石鄉,未滿15歲,非婚生已認領,1
112,按發生日期分,新竹縣尖石鄉,未滿15歲,非婚生未認領,0
112,按發生日期分,新竹縣尖石鄉,未滿15歲,無依兒童,0
112,按發生日期分,新竹縣尖石鄉,15～19歲,婚生,8
112,按發生日期分,新竹縣尖石鄉,15～19歲,遺腹子,0
112,按發生日期分,新竹縣尖石鄉,15～19歲,非婚生已認領,4
112,按發生日期分,新竹縣尖石鄉,15～19歲,非婚生未認領,1
112,按發生日期分,新竹縣尖石鄉,15～19歲,無依兒童,0
112,按發生日期分,新竹縣尖石鄉,20～24歲,婚生,29
112,按發生日期分,新竹縣尖石鄉,20～24歲,遺腹子,0
112,按發生日期分,新竹縣尖石鄉,20～24歲,非婚生已認領,2
112,按發生日期分,新竹縣尖石鄉,20～24歲,非婚生未認領,0
112,按發生日期分,新竹縣尖石鄉,20～24歲,無依兒童,0
112,按發生日期分,新竹縣尖石鄉,25～29歲,婚生,28
112,按發生日期分,新竹縣尖石鄉,25～29歲,遺腹子,0
112,按發生日期分,新竹縣尖石鄉,25～29歲,非婚生已認領,3
112,按發生日期分,新竹縣尖石鄉,25～29歲,非婚生未認領,1
112,按發生日期分,新竹縣尖石鄉,25～29歲,無依兒童,0
112,按發生日期分,新竹縣尖石鄉,30～34歲,婚生,23
112,按發生日期分,新竹縣尖石鄉,30～34歲,遺腹子,0
112,按發生日期分,新竹縣尖石鄉,30～34歲,非婚生已認領,1
112,按發生日期分,新竹縣尖石鄉,30～34歲,非婚生未認領,1
112,按發生日期分,新竹縣尖石鄉,30～34歲,無依兒童,0
112,按發生日期分,新竹縣尖石鄉,35～39歲,婚生,7
112,按發生日期分,新竹縣尖石鄉,35～39歲,遺腹子,0
112,按發生日期分,新竹縣尖石鄉,35～39歲,非婚生已認領,0
112,按發生日期分,新竹縣尖石鄉,35～39歲,非婚生未認領,1
112,按發生日期分,新竹縣尖石鄉,35～39歲,無依兒童,0
112,按發生日期分,新竹縣尖石鄉,40～44歲,婚生,5
112,按發生日期分,新竹縣尖石鄉,40～44歲,遺腹子,0
112,按發生日期分,新竹縣尖石鄉,40～44歲,非婚生已認領,0
112,按發生日期分,新竹縣尖石鄉,40～44歲,非婚生未認領,1
112,按發生日期分,新竹縣尖石鄉,40～44歲,無依兒童,0
112,按發生日期分,新竹縣尖石鄉,45～49歲,婚生,1
112,按發生日期分,新竹縣尖石鄉,45～49歲,遺腹子,0
112,按發生日期分,新竹縣尖石鄉,45～49歲,非婚生已認領,0
112,按發生日期分,新竹縣尖石鄉,45～49歲,非婚生未認領,1
112,按發生日期分,新竹縣尖石鄉,45～49歲,無依兒童,0
112,按發生日期分,新竹縣尖石鄉,50歲以上,婚生,0
112,按發生日期分,新竹縣尖石鄉,50歲以上,遺腹子,0
112,按發生日期分,新竹縣尖石鄉,50歲以上,非婚生已認領,0
112,按發生日期分,新竹縣尖石鄉,50歲以上,非婚生未認領,0
112,按發生日期分,新竹縣尖石鄉,50歲以上,無依兒童,0
112,按發生日期分,新竹縣五峰鄉,未滿15歲,婚生,0
112,按發生日期分,新竹縣五峰鄉,未滿15歲,遺腹子,0
112,按發生日期分,新竹縣五峰鄉,未滿15歲,非婚生已認領,0
112,按發生日期分,新竹縣五峰鄉,未滿15歲,非婚生未認領,0
112,按發生日期分,新竹縣五峰鄉,未滿15歲,無依兒童,0
112,按發生日期分,新竹縣五峰鄉,15～19歲,婚生,1
112,按發生日期分,新竹縣五峰鄉,15～19歲,遺腹子,0
112,按發生日期分,新竹縣五峰鄉,15～19歲,非婚生已認領,0
112,按發生日期分,新竹縣五峰鄉,15～19歲,非婚生未認領,3
112,按發生日期分,新竹縣五峰鄉,15～19歲,無依兒童,0
112,按發生日期分,新竹縣五峰鄉,20～24歲,婚生,14
112,按發生日期分,新竹縣五峰鄉,20～24歲,遺腹子,0
112,按發生日期分,新竹縣五峰鄉,20～24歲,非婚生已認領,0
112,按發生日期分,新竹縣五峰鄉,20～24歲,非婚生未認領,0
112,按發生日期分,新竹縣五峰鄉,20～24歲,無依兒童,0
112,按發生日期分,新竹縣五峰鄉,25～29歲,婚生,11
112,按發生日期分,新竹縣五峰鄉,25～29歲,遺腹子,0
112,按發生日期分,新竹縣五峰鄉,25～29歲,非婚生已認領,1
112,按發生日期分,新竹縣五峰鄉,25～29歲,非婚生未認領,1
112,按發生日期分,新竹縣五峰鄉,25～29歲,無依兒童,0
112,按發生日期分,新竹縣五峰鄉,30～34歲,婚生,12
112,按發生日期分,新竹縣五峰鄉,30～34歲,遺腹子,0
112,按發生日期分,新竹縣五峰鄉,30～34歲,非婚生已認領,0
112,按發生日期分,新竹縣五峰鄉,30～34歲,非婚生未認領,1
112,按發生日期分,新竹縣五峰鄉,30～34歲,無依兒童,0
112,按發生日期分,新竹縣五峰鄉,35～39歲,婚生,7
112,按發生日期分,新竹縣五峰鄉,35～39歲,遺腹子,0
112,按發生日期分,新竹縣五峰鄉,35～39歲,非婚生已認領,0
112,按發生日期分,新竹縣五峰鄉,35～39歲,非婚生未認領,2
112,按發生日期分,新竹縣五峰鄉,35～39歲,無依兒童,0
112,按發生日期分,新竹縣五峰鄉,40～44歲,婚生,2
112,按發生日期分,新竹縣五峰鄉,40～44歲,遺腹子,0
112,按發生日期分,新竹縣五峰鄉,40～44歲,非婚生已認領,0
112,按發生日期分,新竹縣五峰鄉,40～44歲,非婚生未認領,0
112,按發生日期分,新竹縣五峰鄉,40～44歲,無依兒童,0
112,按發生日期分,新竹縣五峰鄉,45～49歲,婚生,0
112,按發生日期分,新竹縣五峰鄉,45～49歲,遺腹子,0
112,按發生日期分,新竹縣五峰鄉,45～49歲,非婚生已認領,0
112,按發生日期分,新竹縣五峰鄉,45～49歲,非婚生未認領,0
112,按發生日期分,新竹縣五峰鄉,45～49歲,無依兒童,0
112,按發生日期分,新竹縣五峰鄉,50歲以上,婚生,0
112,按發生日期分,新竹縣五峰鄉,50歲以上,遺腹子,0
112,按發生日期分,新竹縣五峰鄉,50歲以上,非婚生已認領,0
112,按發生日期分,新竹縣五峰鄉,50歲以上,非婚生未認領,0
112,按發生日期分,新竹縣五峰鄉,50歲以上,無依兒童,0
112,按發生日期分,苗栗縣苗栗市,未滿15歲,婚生,0
112,按發生日期分,苗栗縣苗栗市,未滿15歲,遺腹子,0
112,按發生日期分,苗栗縣苗栗市,未滿15歲,非婚生已認領,0
112,按發生日期分,苗栗縣苗栗市,未滿15歲,非婚生未認領,0
112,按發生日期分,苗栗縣苗栗市,未滿15歲,無依兒童,0
112,按發生日期分,苗栗縣苗栗市,15～19歲,婚生,4
112,按發生日期分,苗栗縣苗栗市,15～19歲,遺腹子,0
112,按發生日期分,苗栗縣苗栗市,15～19歲,非婚生已認領,1
112,按發生日期分,苗栗縣苗栗市,15～19歲,非婚生未認領,1
112,按發生日期分,苗栗縣苗栗市,15～19歲,無依兒童,0
112,按發生日期分,苗栗縣苗栗市,20～24歲,婚生,42
112,按發生日期分,苗栗縣苗栗市,20～24歲,遺腹子,0
112,按發生日期分,苗栗縣苗栗市,20～24歲,非婚生已認領,1
112,按發生日期分,苗栗縣苗栗市,20～24歲,非婚生未認領,2
112,按發生日期分,苗栗縣苗栗市,20～24歲,無依兒童,0
112,按發生日期分,苗栗縣苗栗市,25～29歲,婚生,92
112,按發生日期分,苗栗縣苗栗市,25～29歲,遺腹子,0
112,按發生日期分,苗栗縣苗栗市,25～29歲,非婚生已認領,0
112,按發生日期分,苗栗縣苗栗市,25～29歲,非婚生未認領,3
112,按發生日期分,苗栗縣苗栗市,25～29歲,無依兒童,0
112,按發生日期分,苗栗縣苗栗市,30～34歲,婚生,109
112,按發生日期分,苗栗縣苗栗市,30～34歲,遺腹子,0
112,按發生日期分,苗栗縣苗栗市,30～34歲,非婚生已認領,0
112,按發生日期分,苗栗縣苗栗市,30～34歲,非婚生未認領,1
112,按發生日期分,苗栗縣苗栗市,30～34歲,無依兒童,0
112,按發生日期分,苗栗縣苗栗市,35～39歲,婚生,78
112,按發生日期分,苗栗縣苗栗市,35～39歲,遺腹子,0
112,按發生日期分,苗栗縣苗栗市,35～39歲,非婚生已認領,1
112,按發生日期分,苗栗縣苗栗市,35～39歲,非婚生未認領,3
112,按發生日期分,苗栗縣苗栗市,35～39歲,無依兒童,0
112,按發生日期分,苗栗縣苗栗市,40～44歲,婚生,17
112,按發生日期分,苗栗縣苗栗市,40～44歲,遺腹子,0
112,按發生日期分,苗栗縣苗栗市,40～44歲,非婚生已認領,0
